name,avatar,bio,twitter,url,title,abstract,description,notes,audience_level,state,tags,category,lang,track,day,start,end,sponsored
Salvador de la Puente González,https://secure.gravatar.com/avatar/284a643007ef8adc480a171b0a663e86?s=500,"Software developer and open-web advocate, I love programming languages, cinema, music, video-games and beer. Currently working at IBM Research and former researcher in natural-language interactions and compilers for Universidad Complutense de Madrid and EPFL respectively. Also worked at Telefonica I+D in Firefox OS, proud ex-mozillian, longtime Python-lover and new Rust practitioner.",salvadelapuente,http://salvadelapuente.com,Quantum programming with Python and QISKit,"Real quantum programming has become publicly available thanks to the IBM Q Experience. The online composer for quantum circuits is ideal for simple setups, but if you aim at more complex configurations, you'll need QISKit, a Python Framework to run quantum programs over the IBM-Q processors.","[QISKit](https://qiskit.org/) is a Python Framework to write and run quantum programs over the [IBM-Q processors](https://quantumexperience.ng.bluemix.net/qx/devices). In this workshop, I'll guide you through a series of simple notebooks to explore QISKit features and discover the capabilities of quantum programming.

Don't feel overwhelmed before trying! The workshop focuses on Python practitioners and hobbyists with or without experience on quantum programming and includes an online guide to let you continue practising after the seminar.","My name is [Salvador de la Puente](http://twitter.com/salvadelapuente), I work for IBM Research as a software engineer, and I'm part of the QISKIT SDK core team. As a consequence of my previous position as a [Mozilla DevRel](https://hacks.mozilla.org/author/sdelapuentemozilla-com/), I'm used to public speaking, and I have experience driving workshops. I'm known for providing [accessible and clear explanations](https://www.youtube.com/watch?v=_pv4q2URSLg) at my talks.

The seminar requires the attendees to bring a laptop with Python and QISKIT installed although I will publish detailed instructions within the online course. The workshop also needs a projector and a whiteboard would be highly appreciated. Depending on the number of attendees, I would need an additional mentor with me.",Beginner,submitted,"[""quantum"", ""programming"", ""practical"", ""beginner""]",,es,,,,,
Jorge Websec,https://secure.gravatar.com/avatar/36b9e347df991f09ba86d4e48b59a083?s=500,"Jorge Coronado Díaz
Técnico en seguridad informática por la SEAS, fundador y CEO de la empresa QuantiKa14.
Su actuación profesional como perito y como investigador en crímenes informáticos, le proporciona una enorme experiencia tanto en Tribunales.
Es asesor de abogados, investigador de delitos tecnológicos, estafas internacionales y crímenes informáticos. Realiza también una extensa labor como profesor, dando ponencias y participando como docente en actividades formativas organizadas por instituciones, asociaciones, colegios, institutos y universidades, entre las que destacan sus intervenciones como ponente en la Facultad de Informática de la Universidad Pablo de Olavide, en el Colegio de Abogados de Sevilla, y en prestigiosos congresos de seguridad informática como SecAdmin, QurtubaCon, OpenExpo 2017 entre otros.
Además de haber impartido varios cursos al cuerpo de Policía Nacional sobre la búsqueda de personas a través de Internet y a los cuerpos de Policía Local de Andalucía a través de la Escuela de Seguridad Pública de Andalucía (ESPA) sobre investigación en Internet. Además de ser profesor en el curso de Detectives por la Universidad Pablo de Olavide.
Lleva a cabo una labor divulgativa, desde 2015 en Canal Sur Radio, ha sido entrevistado en numerosas ocasiones por cadenas de radio y televisión, y ha publicado artículos en prensa.
Además, ha gestionado numerosos eventos sobre Seguridad Informática, y ha intervenido como dinamizador en otros, como el primer Hackathon contra la Violencia de Género en Sevilla. Es también Vocal de la Asociación de Peritos Judiciales Tecnológicos de Andalucía (APTAN).
Fundó en el año 2013 la empresa QuantiKa14, dedicada al uso seguro e igualitario de internet. Como parte del equipo de dicha empresa, elaboró el primer protocolo de actuación frente a la ciberdelincuencia de género, que fue aprobado por Consejo de Gobierno de la junta de Andalucía en septiembre de 2015. Se trata del “Protocolo de Detección e Intervención en la Atención a Víctimas de Ciberdelincuencia de Género”, pionero en España y actualmente está a la espera de poner fecha para la presentación del Protocolo de Actuación para la Búsqueda de personas desaparecidas a través de las tecnologías e Internet.
En su faceta de investigador, creó dentro de QuantiKa14, el proyecto EXO Security para ayudar a familias con algún miembro de la familia desaparecido. Sobre todo, especializado en la localización de menores.",jorgewebsec,https://blog.quantika14.com,OSINT masivo con Python para investigaciones,"Quien no espía a todo el mundo es porque no quiere. El OSINT es la obtención de información en Internet de forma inteligente. Imagínate lo interesante que es realizar OSINT de forma masiva para investigaciones de crímenes, científicas, personas desaparecidas, etc. Charla amena, formativa y técnica.","## Sobre el ponente
Jorge Coronado es el fundador de la empresa QuantiKa14 donde trabaja como perito informático, investigador en casos de estafas internacionales, crímenes informáticos y desarrollando aplicaciones usando Python sobre OSINT y forense informático. Algunas de las más conocidas son Guasap Forensic, Shodita (presentada en la PyConEs de Almería), EO-RIPPER, KILLO.IO (presentada en la PyConEs de Cáceres), etc. Su github es:  https://github.com/Quantika14/ y https://github.com/JWScr33d/

## Sobre la charla
En la charla se explicarán conceptos de OSINT, scraping, parsing y Big Data y  técnicamente cómo se han desarrollado las diferentes metodologías de trabajo, herramientas, bots y bots de telegram.
Una charla perfecta para aprender técnicas -con el tiempo de 25 in- de OSINT (obtención de información de fuentes abiertas), scraping, parsing y análisis de grandes cantidades de datos.
",El ponente es de Triana.,All,submitted,"[""python"", ""hacking"", ""OSINT"", ""Big Data""]",,es,,,,,
Andrew Godwin,https://secure.gravatar.com/avatar/077e9a0cb34fa3eba2699240c9509717?s=500,"Andrew is a member of the Django core team, and has been working with Django since 2007, on projects such as South, Django Migrations, and Channels. He works at Eventbrite as a Senior Software Engineer.

When he’s not writing open source or travelling around the world speaking about it, he enjoys flying light aircraft, archery, electronics, and developing games.",andrewgodwin,http://www.aeracode.org,You Have Control: Learning lessons from aviation,"Software (and Python) is growing to power ever more of the world, and it’s only getting more complex. How do we handle large distributed systems? Handle cascading failure? Prepare for emergencies and downtime? Aviation has been through it all, and we’ll look at how we can learn from them.","We live in a world where we’re dealing with increasingly complex systems. Websites and applications are no longer basic monoliths - they have rich JavaScript-based front ends, native clients, backing services, and as they get bigger, often start using multiple datastores and then eventually start running as multiple services.

As we move into this world, we bring ourselves deeper into the realm of distributed systems - where failure happens in new and exciting ways. We’ll take a journey through some of these problems, and how to start addressing them - looking to aviation for inspiration, who have been tackling issues like this for decades, and have managed to turn flying into one of the safest forms of transport we know today.

We won’t just look at code problems - we’ll also look deeper at the social side of engineering, and the changes it takes to let teams work on large, distributed projects well. How should you deal with cascading errors and alerts? How do you work on a single large project without stepping on each other’s toes? How do you handle incident response when something inevitably goes wrong?

There’s changes we can all make to the way we work as engineers - from solo projects to gargantuan, multi-company ones - to write better, more reliable software. This talk will show you some of the options out there that can help you, as well as showing how you should, always, be building for failure.","I have a pretty decent amount of experience in software and systems architecture, with both over a decade working on open-source networking and asynchronous programming libraries as well as leading multi-hundred person engineering projects on large legacy codebases. I am also a licensed pilot and a lot of this talk comes from the combination of my interests across the two worlds, and taking lessons from other life-critical engineering and science disciplines - like aerospace and medicine.

The talk is around half technical and half about communication and team interaction - I am a big believer that large engineering problems require good communication and understanding, and I want to try to get that across here.

I would not need anything other than a basic projector setup.",All,submitted,"[""Python""]",,es,,,,,
Jakub Janarek,https://papercallio-production.s3.amazonaws.com/uploads/user/avatar/27114/pic.jpg,"Hi!

I'm Jakub, and I'm studying CS at UPV in Valencia and working in software. I've worked at Finametrix, a fintech startup, and Datamaran, where we monitor non-financial issues for our clients and automate corporate sustainability reporting. Also, I'm about to start Google Summer of Code in the BEAM Community, where I'll be porting a database API from Erlang to Elixir. I also like to play the guitar, criticize Java(Script) and evangelize about cryptocurrencies.

My main interests in computer science are databases, distributed systems, and software architecture, that's why I'd like to give a talk about object oriented design in Python. I'd already given a talk at my company after refactoring many parts of our codebase to make the code more modular, easier to understand and to test. The inspiration for that has mainly came from reading the source code of pythonic well-architectured projects like Requests, Flask and Werkzeug and reading Sandi Metz's book ""Practical Object Oriented Design in Ruby"".

I'm really looking forward to attend the conference, and I'd love to have the opportunity to share my insights here and grow together as great software developers.",,https://jakubjanarek.com,Object Oriented Design in Python,"Python is really good for building fast prototypes, but at scale it can get messy due to its lack of structure enforcement, low barrier of entry and flexible syntax. In the talk, we'll explore ways to handle complexity, make the code easier to debug, extend and more beautiful.","After becoming disillusioned with some of the antipatterns I’ve seen and experienced the difficulties of extending, refactoring and testing a large codebase, I've been reading, researching and experimenting like mad about the proper way to do OOP, design patterns and such. Afterwards, I’ve given a talk at my company about these topics, and reviewed and refactored code to adopt it to the principles I’ve learned, improving the whole workflow and reducing the bugs and time of development of new features. Therefore, I'd like to invite you to a talk where we'll touch on topics like:

- OOP as message passing between objects.
- SOLID principles, not as things to be always obeyed but nice guidelines for code.
- Basic design patterns: template, factory, decorator.
- Class inheritance, super, and mixins.
- Dunder methods, and their use cases.
- Dependency injection with packages in Python that simplify the process.
- Examples from flask, werkzeug, requests and other projects.

You can see the presentation draft [here](https://docs.google.com/presentation/d/1Eca4GHh5lki2TWXbzuSL0JURzPvV5eGMWO0t5MKz-_0/edit?usp=sharing).","I think I'll be a good fit for this talk given that I led a refactoring effort in my company and I love to write the best code possible, given the requirements and circumstances.
Note that depending on the audience's level of English I can also give the talk in Spanish.",Intermediate,submitted,"[""OOP"", ""OOD"", ""Software Architecture""]",,es,,,,,
Sanyam Khurana,https://secure.gravatar.com/avatar/b3b24db20c76e4a24941c0382718dd43?s=500,"- CPython contributor and bug triage access on bugs.python.org
- GSoC 2018 Mentor of Debian.
- Mozilla Reps Mentor and contributor to Mozilla's GeckoEngine, addons, remo projects.
- One of the very few people to be featured in Mozilla credits (http://mozilla.org/credits)
- RGSoC Mentor in 2016.
- Core-Organizer for PyCon India 2016 & PyCon India 2017.

Blog: http://www.SanyamKhurana.com/blog and medium.com/@CuriousLearner",ErSanyamKhurana,http://www.SanyamKhurana.com/blog,Becoming a Multilingual SuperHero in Django,"In this talk, we'll see how we make a language agnostic backend, to serve our app in different languages, based on what language the client wants to communicate in.

We'll see how to support translation for static data and dynamic data, using various third-party services.","You have got this super awesome REST API served through Django/DRF based project and suddenly these requirements come in:

We need to have a local support for the Chinese language!

In case, you've not written your application with localization and internationalization in mind, then  ""Boy! You're in danger! You should better start praying to almighty to give you strength and endurance to support yet another language in your app"".

In this talk, we'll see how do we support localization and serve our app in different languages, based on what language the client wants to communicate in. As a backend, we should be language agnostic and allow all clients to communicate with us in one of the languages we support.

We'll see how to support translation for static data (using makemessages / compilemessages) and dynamic data, using various third-party services such as django-translations and transifex.

Here, static data is translations for all the fields, error messages etc. that the app already has and dynamic data is the custom data input by the user in the app.

This would enable you to have your admin panel, as well as RESTful APIs, served in different languages.
","Pre-requisites:
- Basic knowledge of Python/Django
- Willingness to learn how to support REST APIs and admin panel in multiple languages.

*Why do you want this person to speak?*
Sanyam is a self-taught programmer with a ""can-do"" attitude who developed his interest in Computer Science and Software Development over the years. He mostly goes by CuriousLearner all over the web and you might run into him at various Python Conferences and local meetups. In his free time he contributes to FOSS. Some of his noticeable contributions are in Gecko Engine from Mozilla and CPython.

You can read about his latest hacking CPython and other projects at http://www.SanyamKhurana.com/blog & http://medium.com/@CuriousLearner

*Highlights*:
- Goes by CuriousLearner all over the web.
- Bug Triager and contributor to CPython (bugs.python.org)
- GSoC 2018 Mentor for Debian
- Mozilla Reps Mentor and contributor to Mozilla's GeckoEngine, Add-ons ecosystem, and other few projects.
- Core-organizer for PyCon India 2016 & PyCon India 2017
- Volunteer for PyCon India 2015.",All,submitted,"[""Django"", ""REST"", ""API"", ""localization""]",,es,,,,,
Edgar Pérez Sampedro,https://secure.gravatar.com/avatar/6f33c89193bb04b4094d3603df49503d?s=500,"Ingeniero del software apasionado por descubrir las nuevas oportunidades de transfomar nuestra realidad a través de la capacidad de analizar la gran cantidad de datos que no eramos capaces de aprovechar.

Actualmente trabajo como Data Engineer dando cariño a los datos y especializado en aportar soluciones escalables para dar a conocer el uso de los datos como ventaja competitiva y aportar valor.",,,Open data - Aprendiendo a dividir un pastel teniendo en cuenta la particularidad de los datos,"Históricamente para el estudio de variables demográficas se utilizan divisiones artificiales. ¿Qué sentido tienen para el estudio de este tipo de datos?
Si quieres conocer un nuevo enfoque para abordar el problema de una forma más efectiva no te puedes perder esta charla. Pon un Voronoi en tu vida!","# Open data - Aprendiendo a dividir un pastel teniendo en cuenta la particularidad de los datos

Históricamente para el estudio de variables demográficas se utilizan divisiones artificiales: códigos postales, distritos, barrios,... ¿Pero tiene sentido esta división para el estudio de este tipo de datos?

Para resolver este problema hemos realizado una investigación utilizando **datos abiertos** de variables demográficas como caso de uso y así aportar una nueva perspectiva adaptar el estudio de estas variables a la particularidad de los datos de forma dinámica.

Nos gustaría compartir con vosotros el resultado de nuestro proyecto **open source** del análisis en **Python**, metodología utilizada, buenas prácticas, cómo tratar los datos de una forma que sean usables y posibles soluciones basadas en esos datos a problemas que nos afectan todos los que vivimos en Madrid pero extrapolable a cualquier territorio.","Proponemos un modelo novedoso para la división mediante técnicas **matemáticas** de datos **open source** sobre contaminación del aire y zonas verdes en Madrid que **se adapta dinámicamente** en función de los medidores disponibles. Este modelo es extrapolable a otros casos.

Nota: Somos 2 ponentes",All,submitted,"[""Data Science"", ""Docker"", ""Modelo"", ""Open Source""]",,es,,,,,
José Antonio Perdiguero,https://secure.gravatar.com/avatar/54ccbda208c8b9aa0a00ddcf176e702e?s=500,"I've studied _Computer Science_ at _Málaga's University_ and I'm specialized in _Machine Learning_ area. Currently my rol is _Software Architect_ and I work for building different _production-ready_ services based on Machine Learning to resolve any kind of complex problems like image and video processing (facial recognition, object recognition, sentiment analysis...), text analysis (natural language processing, sentiment analysis...), data analysis and forecasting, etc.",,https://www.perdy.io,Computación Evolutiva para resolver tus problemas,"La Computación Evolutiva es una rama de la Inteligencia Artificial compuesta por una familia de algoritmos inspirados en la evolución biológica.

Se resolverá uno de los problemas NP-hard más famosos usando esta técnica, para demostrar la efectividad y simpleza de la misma.","# Introducción
La **Computación Evolutiva** es una rama de la **Inteligencia Artificial** compuesta por una familia de algoritmos inspirados en la evolución biológica. Estos algoritmos están diseñados para resolver problemas de optimización global usando técnicas metaheurísticas o estocásticas.

# Motivación
Dentro de la Inteligencia Artificial se intenta dar solución a diferentes tipos de problemas complejos, aunque últimamente lo que más podemos ver son soluciones basadas en Deep Learning que principalmente solucionan problemas de regresión y clasificación. Con la Computación Evolutiva se pretende dar respuesta al tipo de problemas de **optimización**.

# Estructura
1. Clasificación de los problemas computacionales.
2. Computación Evolutiva: qué es, para qué se usa y un framework para Python.
3. Resolución de un problema NP-Hard.","Debido al auge del Machine Learning en los últimos años, y al Deep Learning en particular, ha caído bastante la divulgación y exposición de otras técnicas que son parte del área de la Inteligencia Artificial.

Me he animado a proponer una charla de una de las técnicas más usadas para resolver problemas de optimización complejos, por ejemplo los modelados como las n-reinas, el problema del viajante, etc. Mi idea es dar a conocer este tipo de técnicas para añadir otra herramienta muy válida a todos aquellos que estén trabajando con Inteligencia Artificial.",Intermediate,submitted,"[""python"", ""ai""]",,es,,,,,
Javier Casas,https://papercallio-production.s3.amazonaws.com/uploads/user/avatar/28656/Screen_Shot_2018-04-17_at_09.49.37.png,"I'm Javier Casas, VP of Engineering at Stack Builders. I started working in technology initially in Electronics, but soon enjoyed mixing Electronics and Software. I implemented a few projects in Spain, then jumped to work on the UK for ApplianSys on embedded systems. My last jump has sent me to Ecuador, where I found this weird company focused on Haskell, software quality and advanced Computing Science theory. I have gained a deep understanding on how stuff works under the hood, from Programming Languages to Transistors. But now I'm looking to understand the human factor in all of this. Why do we write software? What purpose fulfils software in society?",,,Pasos razonables para llegar a Microservicios,"Muchas discusiones sobre los microservicios se centran en el por qué, o por qué no. En esta charla tomamos un enfoque diferente, y presentamos una serie razonable de pasos que nos llevan desde una aplicación inicial construida como monolito hasta un sistema de microservicios distribuidos.","# Abstracto
Muchas discusiones sobre los microservicios se centran en el por qué, o por qué no. En esta charla tomamos un enfoque diferente, y presentamos una serie razonable de estados que nos llevan desde una aplicación inicial construida como monolito hasta un sistema de microservicios distribuidos.

# Audiencia
En esta charla presentaremos los pasos razonables desde el punto de vista del negocio, además de tocar los puntos técnicos relevantes.

## Potenciales sub-temas
* Por qué y por cuánto tiempo debe tu aplicación mantenerse como un monolito.

  * Las ventajas cruciales de tener un monolito.
  * Por qué las desventajas de tener un monolito aún no te afectan.

* Cómo de grande debe ser tu negocio antes de que empieces a pensar en microservicios.

  * ¿Cuánto vas a pagar por los microservicios? ¿Será tu negocio lo suficientemente grande como para poder pagar el coste?

* Qué deberías estar haciendo en cada paso en el camino desde ser un pequeño startup hasta convertirse en una gran empresa.

## Formato
Charla de 25 minutos

* 3 min: Intro
* 4 min: Fase inicial (1-2 desarrolladores, buscando los primeros clientes)
* 4 min: Primeros inversores (4-10 desarrolladores, pocos clientes, buscando algo que se pueda vender a varios clientes sin tener que hacer más desarrollo a medida)
* 4 min: Startup decentemente sólida (10-30 desarrolladores, algunos clientes, ventas consistentes)
* 4 min: Ya no es un startup (más de 50 desarrolladores, muchos clientes, ventas empresariales consistentes)
* Conclusión y preguntas","# Requisitos de los asistentes

* Conocimientos intermedios de arquitectura de software.
* Voluntad de entender el negocio sobre el que se construye el software.
* Conocimientos básicos de cómo funciona un startup.

# ¿Por qué soy la persona más adecuada para hablar de este tema?

He trabajado durante año y medio en un startup que se obsesionó con los microservicios desde el principio. Conozco de primera mano la gran cantidad de retos que esto trae. Conozco desde las dificultades técnicas que incluyen la dificultad de hacer deploy, de testear, de ejecutar localmente todos los microservicios, de cómo interactúan entre sí los servicios; hasta las dificultades de negocio, que incluyen un mayor tiempo de respuesta ante errores por la dificultad de saber exactamente dónde ocurren, la dificultad en hiring por tener que ser muy exigentes ya que los candidatos tienen que ser tan brillantes como para poder atacar problemas en la interacción entre varios microservicios, o lo impredecible de los períodos de entrega.

Recientemente he entrado a otro proyecto, y pronto he identificado el famoso ""microservice envy"": el hecho de que el líder técnico quiera introducir microservicios porque ""a los inversores les gustan los microservicios"". Estoy en proceso de intentar convencer al líder técnico de que, en esta fase de la startup, esto es mala idea, antes de que terminemos de nuevo en este problema.",Intermediate,submitted,"[""microservices"", ""architecture"", ""startup"", ""business""]",,es,,,,,
Cristobal Contreras Rubio,https://secure.gravatar.com/avatar/db069f031404698a5ea403358d4864b1?s=500,"Soy Cristóbal Contreras, vivo a caballo entre Almería-Malaga y soy calvo.
Aunque tengo un título de ingeniero, trabajo de mi ¿Y eso que quiere decir? Pues que como soy una persona bastante ecléctica, hago de todo. Si, ya se que en este mundo de la especialización es un error, pero es que estoy opositando para ser el mejor becario del mundo...
Si me conoces y me ves, saludame (y sino también). Soy bueno para las caras, pero es que siempre voy pensando en las musarañas",crisconru,https://crisconru.github.io,Python como pegamiento social - Parte 3,"Esta es una historia sobre como Python, un lenguaje de programación, es capaz de traspasar los circuitos de una placa y convertirse en un pilar para reunir a gente a hacer cosas que nada tienen que ver con programar.","**Para varias personas y para mi**, Python no solo ha sido un lenguaje para programar. **Python ha supuesto una herramienta de cohesión social** entorno a la cual juntarnos a hacer cosas (algunas incluso con Python). Durante esta charla podrás comprobar como **cuando te implicas en proyectos colaborativos**, los procesos cambian, transformandose en cosas que no esperas. Como decía el gran cocinero Roger Vergé ***""It's never about what YOU want""***.
No vamos a ver ninguna línea de código, ninguna feature de Python, nada. No es una charla técnica, sino una charla humana.

PD: Si la charla sale bien, en otras ediciones contaré la parte I o II","Necesitaría proyector y audio a poder ser, ya que tengo dos pequeños vídeos con gente hablando.",All,submitted,"[""social-glue"", ""pegamento-social"", ""social""]",,es,,,,,
Hugo CE,https://secure.gravatar.com/avatar/89451150424b724dadbf8f46a87e62b4?s=500,Soy licenciado en Filosofía y MBA por el IESE. En los últimos años he aprovechado mi experiencia laboral y un poco de filosofía para desarrollar aplicativos desktop para empresas.,,,Framework y ERP para Dummies,"No soy programador profesional, pero hace un año decidí crear un ERP. Para complicar las cosas creé mi propio Desktop Framework para soportar ésta y otras aplicaciones. Mi objetivo es compartir la experiencia y animar a los neófitos a lanzarse al vacio; con Python vuelas y no caes al vacío.","Aunque Python permite construir auténtica obras de arte de programación, muchos de nosotros acudimos a este lenguaje para solventar problemas empresariales cotidianos. Compartiendo mi experiencia en la construcción de un ERP pretendo mostrar que no es tan complicado crear herramientas potentes y flexibles que pueden ser más que suficientes para solventar problemas habituales.",,Beginner,submitted,"[""Desktop Framework"", ""ERP"", ""Tkinter"", ""Peewee""]",,es,,,,,
Borja M.,https://papercallio-production.s3.amazonaws.com/uploads/user/avatar/27099/main.jpeg,"# Borja Manuel  (_J4r3tz_)
Hello there!!!
Un sevillano atípico apasionado de la música electrónica y de la seguridad informática sobre todo en el campo de Pentesting y Hacking Ético.

Apasionado de la música electrónica y de la seguridad informática sobre todo en el campo de Pentesting y Hacking Ético.

En tiempos de carrera huía de Java, ya que era el lenguaje por religión hasta que... voilá se presentó la alternativa de hacer las prácticas para la asignatura de Inteligencia Artificial en Pyhton... allá por el 2013 (qué tiempos aquellos). Desde ese momento cambié radicalmente de esquemas y de lenguaje de programación hasta tal punto que hoy día trabajo desarrollando en Django/Python.

En cuanto a titulitis, pues bueno soy Ingeniero Software por la Universidad de Sevilla y actualmente me encuentro cursando un máster propio de dicha universidad en el campo de la Ciberseguridad.

Kind regards ;()


",B0rjitaaa,,¿Está tu empresa lista para recibir ataques?,"Todo el mundo conoce cómo es de importante la seguridad de la información hoy día, verdad? Aplicamos técnicas de respaldo, compramos firewalls, antivirus actualizados... Está muy bien todo pero... siempre descuidamos al eslabón más débil el propio USUARIO.","# Descripción
Presentación de una librería Python de diseño propio, _VemolWare_, la cual  permitirá al administrador de una red corporativa lanzar ataques controlados y preparados sobre la red con el fin de obtener informes sobre el grado de concienciación de los usuarios de dicha red.

Con todo esto se lanzarán pruebas de denegación de serivicio, mail spoofing, dns spoofing y técnicas de ingeniería social con fines meramente informativos ya que esta librería no pretende en ningún momento que el uso sea para fines delictivos e ilegales.","Me gustaría aprovechar los 5 últimos minutos para hacer una demo de cómo funciona dicha herramienta.
Llevaré preparado un escenario típico de una empresa en la cual se desplegará la prueba anteriormente expuesta en la descripción de dicha propuesta.",Beginner,submitted,"[""Python"", ""Metasploit"", ""SET"", ""Phishing"", ""DnsSpoofing"", ""MailSpoofing"", ""IngenieriaSocial"", ""HackingÉtico"", ""Pentesting""]",,es,,,,,
Juantomas Garcia,https://secure.gravatar.com/avatar/66117d585b20e71246b3db0a6f8f6fca?s=500,"CDO at Open Sistemas
Google Developer Expert for cloud (2017)
Author the Spanish free software book ""La Pastilla Roja""
Organizer of Machine Learning Spain and GDG cloud Madrid meetups.
Former President of Hispalinix (Spanish Linux Local User Group) ",juantomas,http://www.juantomas.net,El día que creamos una AI que jugara a La Abadía del Crimen,"¿Conoces la Abadía del Crimen?

La abadía es un juego de 8-bit (para spectrum y CPC) que se convirtió en el primer juego RPG en 3D (2.5D) en 1987.

En la charla contaremos como diseñamos y construimos una AI capaz de jugar solo y aprender a completar el juego.","¿Conoces la Abadía del Crimen?

La abadía es un juego de 8-bit (para spectrum y CPC) que se convirtió en el primer juego RPG en 3D (2.5D) en 1987.
Este juego es una maravilla desde un punto de vista tecnológico:  en solo menos de 120k es capaz de almacenar el sonido, las imágenes, toda la lógica del programa y los datos .

¿Conseguiste terminar el juego sin ayuda?

No conozco a nadie que se lo haya pasado  sin ayuda. Es uno de los  juegos mas complicados que se han desarrollado,  como unas 100x comparado con la venganza de montezuma de Atari y 10x que el juego del GO.

En la charla contaremos como diseñamos y construimos una AI capaz de jugar solo y aprender a completar el juego.

Usamos Reinforcement Learning implementado con python y Tensorflow.
 ",,Intermediate,submitted,"[""python"", ""keras"", ""tensorflow"", ""8-bit"", ""RGP"", ""Reinforcement Learning"", ""Deep Learning"", ""AbadIA"", ""La abadía del crimen""]",,es,,,,,
Javier Sujar,https://secure.gravatar.com/avatar/d4db923bd5b0ea1f3f8f4dd60715276b?s=500,"Me considero fullStack developer aunque principalmente soy desarrollador Python. He trabajado con lenguajes muy diferentes como Python, PHP, C, Backbone, Angular, Gulp, NodeJS, JavaScript entre otras. El mundo devops no es desconocido para mi, ya que tengo experiencia con Docker, Ansible, AWS, Heroku etc.

Este sería mi primera charla en un meetUp de Python, he participado en otras meetUps como DjangoCon, y me haría mucha ilusión poder ""estrenarme"" con **Pycon**.",,,Como migrar de una arquitectura Monolítica a una basada en Microservicios,"Una arquitectura basada en Servicios/Microservicios plantea muchas ventajas frente a una arquitectura Monolítica, sobre todo en el aspecto del escalado de la misma. Propondremos un ejemplo basado en la experiencia obtenida al migrar una aplicación con usuarios reales.","Una arquitectura basada en **Microservicios/Servicios** ofrece infinidad de beneficios frente a una arquitectura monolítica. Partiendo desde la escalabilidad de la propia aplicación, hasta la mejora en la complejidad del código, ya que la lógica de cada una de las partes está mas aislada del resto de la aplicación. Django, a priori, no nos ofrece una solución inmediata a este problema y debemos hacer uso de otras herramientas o tecnologías como servicios LDAP, CAS, OAUTH, etc, para poder dar soporte a esta infraestructura de la forma mas sencilla posible.

En esta charla vamos a tratar de dar una solución sencilla haciendo uso de las herramientas que nos ofrece Django para poder autenticar usuarios **una única vez** en diferentes servicios sin necesidad de implementar un nuevo protocolo de autenticación, y que ademas, nos permita hacer uso de los que ya tenemos implementados. Para ello, haremos nos basaremos en nuestra experiencia migrando una aplicación, ya en uso y con usuarios reales, partiendo de un enfoque Monolítico, a uno basado en Microservicios/Servicios donde existirán una serie de servicios externos que podrán ser accesibles para cualquier usuario logueado.",,Intermediate,submitted,"[""authentication"", ""microservices"", ""Django""]",,es,,,,,
Juan Diego Godoy Robles,https://secure.gravatar.com/avatar/5fcbc96238b44a7fdc4509d22a1a962f?s=500,"Primer programa escrito en **BASIC* sobre un Amstrad CPC6128 en el 86, soy un _talibán_ de la automatización con perfil SRE && DBA.",klashxx,https://klashxx.github.io/,Scraping like a Pro,"¿Cómo consiguen sus datos las Webs de comparación de productos?  NO es magia ES ¡scraping!

Este palabro tan molón engloba técnicas que nos permiten automatizar la tarea de extraer información de un Site analizando su código.

Las presentaremos y  … ¡construiremos nuestro propio Rastre-aitorr ©Acme!","A la hora de acceder a los datos de una Web, por desgracia, la  mayoría de las veces no disponemos de una API como fuente, es en este punto cuando entran en juego las herramientas de _scraping_.

Durante la presentación trataremos los siguientes puntos:

- Tareas previas al _scraping_, es decir, como plantear el _análisis previo_ de la Web a inspeccionar de modo que nos permita seleccionar la mejor estrategia de _minado_.
- Utilidades disponibles: _módulos_ y _librerías_ que nos van a facilitar nuestra labor.
- Como solventar o mitigar los _problemas_ más comunes
- _Rendimiento_, o como acelerar la obtención de datos.
- _Almacenamiento_ y análisis de los datos extraídos.
- Presentación de los _resultados_ (_Rastre-aitorr ©Acme_).
- **Ética** del scraping .

Nos iremos con nuestra app en el portátil y, con suerte, con un nuevo poder en nuestro arsenal _Pythonico_.

","La charla como tal **no depende de requisitos técnicos**.

_Opcionalmente_ los asistentes podrán descargarse el código del  proyecto _ejemplo_ y levantar la aplicación mediante **Docker**.
",Beginner,submitted,"[""scraping"", ""web"", ""html""]",,es,,,,,
